post_id,factcheck_id,post_language,factcheck_language,rating
22546,33856,hbs,hbs,Yes
22546,194095,hbs,hbs,No
22546,100186,hbs,hbs,No
22546,157579,hbs,hbs,No
22546,133218,hbs,hbs,No
22546,99187,hbs,hbs,No
20494,200221,ces,eng,Yes
20494,34513,ces,eng,Yes
20494,196088,ces,eng,No
20494,139148,ces,eng,Yes
20494,131385,ces,eng,Yes
20494,88534,ces,eng,No
20494,198721,ces,eng,No
20494,7242,ces,eng,No
20494,55223,ces,eng,Yes
20494,85459,ces,eng,No
20494,102592,ces,eng,Yes
20494,102627,ces,eng,Yes
20494,155502,ces,eng,Yes
20494,67724,ces,eng,No
16407,21090,ron,ron,Yes
16407,21122,ron,ron,No
16407,122261,ron,ron,No
16407,21078,ron,ron,No
16407,21076,ron,ron,No
16407,55371,ron,ron,No
16407,26187,ron,ron,No
16407,21086,ron,ron,No
16407,21075,ron,ron,No
16407,21132,ron,ron,No
22553,147137,slk,slk,Yes
22553,95121,slk,slk,No
22553,139463,slk,slk,No
22553,48512,slk,slk,No
22553,79030,slk,slk,No
22553,157577,slk,slk,No
22553,106653,slk,slk,No
22553,139472,slk,slk,No
22553,142684,slk,slk,No
22553,139462,slk,slk,No
22558,157830,ell,ell,Yes
22558,157773,ell,ell,Yes
22558,11015,ell,ell,No
22558,157806,ell,ell,No
22558,157809,ell,ell,No
22558,157831,ell,ell,No
22558,158240,ell,ell,No
22558,158723,ell,ell,No
22558,158462,ell,ell,No
22558,158725,ell,ell,No
22560,158585,ell,ell,Yes
22560,99114,ell,ell,No
22560,158095,ell,ell,Yes
22560,157791,ell,ell,No
22560,158152,ell,ell,No
22560,159204,ell,ell,No
22560,96964,ell,ell,Yes
22560,158136,ell,ell,No
22560,158656,ell,ell,No
22560,158766,ell,ell,No
4129,193538,tha,tha,Yes
4129,193264,tha,tha,No
4129,193556,tha,tha,No
4129,193488,tha,tha,Yes
4129,193352,tha,tha,No
4129,193376,tha,tha,No
4129,193359,tha,tha,No
4129,193546,tha,tha,No
4129,193525,tha,tha,No
4129,193489,tha,tha,No
4129,88285,tha,por,Yes
4129,155572,tha,por,No
4129,31262,tha,por,No
4129,96031,tha,por,No
4129,96059,tha,por,No
4129,8459,tha,por,Yes
4129,198312,tha,por,No
4129,2061,tha,por,No
4129,2835,tha,por,No
4129,198892,tha,por,No
4129,92070,tha,por,No
4129,194076,tha,por,No
4129,139001,tha,por,Yes
4129,123721,tha,por,No
4129,135854,tha,por,Yes
4129,41584,tha,por,No
4129,102553,tha,por,No
4129,139228,tha,por,No
4129,194947,tha,por,No
4129,199487,tha,por,No
4129,14500,tha,por,No
4129,67344,tha,por,No
4131,88461,tha,tha,Yes
4131,193323,tha,tha,No
4131,193545,tha,tha,No
4131,193606,tha,tha,No
4131,193341,tha,tha,No
4131,193388,tha,tha,No
4131,193284,tha,tha,No
4131,193561,tha,tha,No
4131,193335,tha,tha,No
4131,193244,tha,tha,No
4131,109571,tha,por,No
4131,346,tha,por,No
4131,198927,tha,por,No
4131,124593,tha,por,No
4131,147488,tha,por,No
4131,3436,tha,por,No
4131,198287,tha,por,No
4131,96266,tha,por,No
4131,114100,tha,por,No
4131,100166,tha,por,No
4131,54477,tha,por,No
6180,167597,eng,ara,No
6180,169230,eng,ara,No
4133,193619,mya,mya,No
4133,152199,mya,mya,No
4133,151959,mya,mya,No
4133,152545,mya,mya,No
4133,152549,mya,mya,No
4133,193635,mya,mya,No
4133,99223,mya,mya,No
4133,152546,mya,mya,No
4133,99221,mya,mya,No
4133,193658,mya,mya,Yes
4133,124589,mya,msa,No
4133,152387,mya,msa,No
4133,199176,mya,msa,No
4133,197308,mya,msa,No
4133,115017,mya,msa,No
4133,195351,mya,msa,No
4133,58787,mya,msa,No
4133,152389,mya,msa,No
4133,118717,mya,msa,No
4133,195001,mya,msa,No
4133,140372,mya,msa,No
4133,197955,mya,msa,No
4133,145527,mya,msa,No
4133,196998,mya,msa,No
4133,198664,mya,msa,No
4133,59658,mya,msa,No
4133,58778,mya,msa,No
4133,145086,mya,msa,No
4133,58751,mya,msa,No
4133,145396,mya,msa,No
4133,64120,mya,msa,No
4133,122529,mya,msa,No
4133,102094,mya,msa,No
4133,197881,mya,msa,No
4133,140294,mya,msa,No
4133,59803,mya,msa,No
4133,22352,mya,msa,No
4133,85396,mya,msa,No
4133,101415,mya,msa,No
4133,201495,mya,msa,No
4133,67363,mya,msa,No
4133,58632,mya,msa,No
4133,201569,mya,msa,No
4133,101519,mya,msa,No
4133,140321,mya,msa,No
4133,140692,mya,msa,No
4133,7235,mya,msa,No
4133,108153,mya,msa,No
4133,140511,mya,msa,No
4133,195728,mya,msa,No
4133,22509,mya,msa,No
4133,194990,mya,msa,No
4133,122564,mya,msa,No
4133,122585,mya,msa,No
4133,58642,mya,msa,No
4133,61858,mya,msa,No
4133,88557,mya,msa,No
4133,22247,mya,msa,No
4133,58622,mya,msa,No
4133,20675,mya,msa,No
4133,58782,mya,msa,No
4132,124589,mya,msa,No
4132,195351,mya,msa,No
4132,197308,mya,msa,No
4132,145569,mya,msa,No
4132,58778,mya,msa,No
4132,197881,mya,msa,No
4132,194217,mya,msa,No
4132,152387,mya,msa,No
4132,59172,mya,msa,No
4132,58787,mya,msa,No
4132,59167,mya,msa,No
4132,200743,mya,msa,No
4132,145396,mya,msa,No
4132,197955,mya,msa,No
4132,22352,mya,msa,No
4132,199176,mya,msa,No
4132,145527,mya,msa,No
4132,200728,mya,msa,No
4132,145313,mya,msa,No
4132,58749,mya,msa,No
4132,145086,mya,msa,No
4132,152374,mya,msa,No
4132,58786,mya,msa,No
4132,118717,mya,msa,No
4132,198664,mya,msa,No
4132,101415,mya,msa,No
4132,61858,mya,msa,No
4132,59658,mya,msa,No
4132,194705,mya,msa,No
4132,194990,mya,msa,No
4132,140719,mya,msa,No
4132,78723,mya,msa,No
4132,41685,mya,msa,No
4132,140245,mya,msa,No
4132,145173,mya,msa,No
4132,140294,mya,msa,No
4132,198035,mya,msa,No
4132,201495,mya,msa,No
4132,58831,mya,msa,No
4132,59803,mya,msa,No
4132,140321,mya,msa,No
4132,145382,mya,msa,No
4132,102094,mya,msa,No
4132,194213,mya,msa,No
4132,195728,mya,msa,No
4132,99549,mya,msa,No
4132,67363,mya,msa,No
4132,118581,mya,msa,No
4132,145574,mya,msa,No
4132,145391,mya,msa,No
4132,48164,mya,msa,No
4132,140511,mya,msa,No
4132,145548,mya,msa,No
4132,140244,mya,msa,No
4132,145562,mya,msa,No
4132,199397,mya,msa,No
4132,58632,mya,msa,No
22569,158778,ell,ell,Yes
22569,158436,ell,ell,Yes
22569,158670,ell,ell,No
22569,159037,ell,ell,No
22569,159164,ell,ell,No
22569,159229,ell,ell,No
22569,157774,ell,ell,Yes
22569,157821,ell,ell,Yes
22569,158679,ell,ell,No
22569,158268,ell,ell,No
14378,46098,slk,eng,No
14378,12800,slk,eng,No
14378,112613,slk,eng,No
14378,47262,slk,eng,No
14378,133927,slk,eng,No
4141,205665,kor,kor,Yes
4141,205602,kor,kor,No
4141,205441,kor,kor,No
4141,205422,kor,kor,No
4141,205726,kor,kor,No
4141,205666,kor,kor,No
4141,154026,kor,kor,No
4141,205661,kor,kor,No
4141,205579,kor,kor,No
4141,154027,kor,kor,No
4141,49454,kor,eng,Yes
4141,196699,kor,eng,No
4141,196088,kor,eng,No
4141,6981,kor,eng,No
4141,198096,kor,eng,No
4141,200828,kor,eng,Yes
4141,154017,kor,eng,No
4141,65097,kor,eng,No
4141,17703,kor,eng,No
4141,117872,kor,eng,No
4141,197191,kor,eng,No
4141,129339,kor,eng,No
4141,4829,kor,eng,No
4141,154015,kor,eng,Yes
4141,200719,kor,eng,No
4141,138590,kor,eng,No
4141,197145,kor,eng,No
4141,34514,kor,eng,No
26669,154026,kor,kor,No
26669,205579,kor,kor,No
26669,205636,kor,kor,No
26669,205643,kor,kor,No
26669,205487,kor,kor,No
26669,205515,kor,kor,Yes
26669,154027,kor,kor,No
26669,205486,kor,kor,No
26669,205660,kor,kor,No
26669,205375,kor,kor,No
22573,159309,ell,ell,Yes
22573,158622,ell,ell,Yes
22573,159250,ell,ell,Yes
22573,158725,ell,ell,No
22573,158513,ell,ell,No
22573,158861,ell,ell,No
22573,157872,ell,ell,No
22573,158285,ell,ell,No
22573,157806,ell,ell,No
22573,157830,ell,ell,No
22575,158779,ell,ell,Yes
22575,158995,ell,ell,Yes
22575,159323,ell,ell,Yes
22575,158435,ell,ell,Yes
22575,9063,ell,ell,No
22575,158418,ell,ell,No
22575,159124,ell,ell,No
22575,158397,ell,ell,No
22575,158013,ell,ell,No
22575,158506,ell,ell,No
8241,26897,por,por,Yes
8241,198305,por,por,No
8241,41921,por,por,No
8241,199309,por,por,No
8241,4087,por,por,No
8241,194948,por,por,No
8241,3280,por,por,No
8241,194949,por,por,No
8241,109628,por,por,No
8241,57006,por,por,No
22578,157710,ell,ell,Yes
22578,157870,ell,ell,Yes
22578,159087,ell,ell,Yes
22578,64436,ell,ell,No
22578,157894,ell,ell,No
22578,157782,ell,ell,No
22578,157788,ell,ell,No
22578,157918,ell,ell,No
22578,158861,ell,ell,No
22578,157823,ell,ell,No
22574,158622,ell,ell,Yes
22574,159309,ell,ell,Yes
22574,158861,ell,ell,No
22574,159265,ell,ell,No
22574,158513,ell,ell,No
22574,157806,ell,ell,No
22574,157773,ell,ell,No
22574,159289,ell,ell,No
22574,158285,ell,ell,No
22574,159037,ell,ell,No
12335,15618,hun,hun,Yes
12335,15362,hun,hun,No
12335,14621,hun,hun,No
12335,14835,hun,hun,No
12335,94297,hun,hun,No
12335,154042,hun,hun,No
12335,13881,hun,hun,No
12335,9370,hun,hun,No
12335,11980,hun,hun,No
12335,83685,hun,hun,No
26670,193636,mya,mya,Yes
26670,193664,mya,mya,Yes
26670,193610,mya,mya,No
26670,193650,mya,mya,No
26670,37281,mya,mya,No
26670,193659,mya,mya,No
26670,193627,mya,mya,No
26670,193666,mya,mya,No
26670,193618,mya,mya,No
26670,193611,mya,mya,No
4147,197191,spa,eng,Yes
4147,74760,spa,eng,Yes
4147,74747,spa,eng,Yes
4147,74724,spa,eng,Yes
4147,110185,spa,eng,Yes
4147,124066,spa,eng,Yes
4147,94872,spa,eng,Yes
4147,124068,spa,eng,Yes
4147,74725,spa,eng,Yes
4147,94885,spa,eng,Yes
4147,74755,spa,eng,Yes
4147,17585,spa,eng,Yes
4147,124065,spa,eng,Yes
4147,6053,spa,eng,Yes
4147,74754,spa,eng,Yes
4147,200339,spa,eng,Yes
4147,94871,spa,eng,Yes
26679,205533,kor,kor,Yes
26679,205580,kor,kor,No
26679,205384,kor,kor,No
26679,205614,kor,kor,No
26679,205502,kor,kor,No
26679,205487,kor,kor,No
26679,205568,kor,kor,No
26679,205726,kor,kor,No
26679,205591,kor,kor,No
26679,205486,kor,kor,No
8248,46068,nld,nld,Yes
8248,66720,nld,nld,No
8248,43694,nld,nld,No
8248,53153,nld,nld,No
8248,40372,nld,nld,No
8248,92207,nld,nld,No
8248,42911,nld,nld,No
8248,42851,nld,nld,No
8248,46064,nld,nld,No
8248,62221,nld,nld,No
8248,45275,nld,deu,Yes
8248,23323,nld,deu,No
8248,62261,nld,deu,No
8248,62258,nld,deu,No
8248,23201,nld,deu,No
8248,45487,nld,deu,No
8248,95521,nld,deu,No
8248,149402,nld,deu,No
8248,62254,nld,deu,No
8248,49843,nld,deu,No
8248,24311,nld,deu,No
8248,43912,nld,deu,No
8248,40339,nld,deu,No
4152,90320,spa,eng,No
4152,40471,spa,eng,Yes
4152,131819,spa,eng,Yes
4152,20415,spa,eng,No
4152,17938,spa,eng,Yes
4152,128491,spa,eng,No
4152,67692,spa,eng,Yes
4152,199855,spa,eng,No
4152,12185,spa,eng,No
4152,34580,spa,eng,No
4152,39670,spa,eng,Yes
4152,40426,spa,eng,No
4152,130333,spa,eng,No
4152,12106,spa,eng,No
4152,29359,spa,eng,No
4152,20416,spa,eng,No
4152,20417,spa,eng,No
4152,117895,spa,eng,No
4152,131003,spa,eng,No
4152,114549,spa,eng,Yes
4152,41126,spa,eng,No
4152,67693,spa,eng,Yes
4152,114571,spa,eng,No
4152,153407,spa,eng,No
4152,129705,spa,eng,No
4152,39589,spa,eng,No
4152,34393,spa,eng,No
4152,87374,spa,eng,No
4152,46471,spa,eng,No
4152,95267,spa,eng,No
4152,131400,spa,eng,No
4152,195220,spa,eng,No
4152,78814,spa,eng,No
4152,1607,spa,eng,No
4152,62044,spa,eng,No
4152,114957,spa,eng,No
4152,129737,spa,eng,No
4152,67586,spa,eng,No
4152,40827,spa,eng,Yes
4152,128483,spa,eng,No
4152,97779,spa,eng,No
4152,95263,spa,eng,No
4150,173459,eng,ara,Yes
4150,197542,eng,por,No
4150,97711,eng,por,No
4150,133139,eng,por,Yes
4150,20483,eng,por,No
4150,8505,eng,por,No
4150,168273,eng,ara,No
4150,197637,eng,por,No
4150,44,eng,por,No
4150,177141,eng,ara,No
4150,98742,eng,por,No
4150,167346,eng,ara,No
4150,99536,eng,por,No
4150,198918,eng,por,No
4150,51820,eng,por,No
4150,85505,eng,por,No
4150,4544,eng,por,No
4150,34312,eng,por,No
20539,10449,ces,eng,Yes
20539,9742,ces,eng,No
20539,8729,ces,eng,No
20539,2011,ces,eng,No
20539,9743,ces,eng,No
20539,132580,ces,eng,No
20539,9740,ces,eng,No
20539,144456,ces,eng,No
20539,23292,ces,eng,No
20539,144150,ces,eng,No
20539,62888,ces,eng,No
20539,120885,ces,eng,No
20539,134423,ces,eng,No
20539,34539,ces,eng,No
20539,143531,ces,eng,No
20539,90080,ces,eng,No
20539,134565,ces,eng,No
20539,450,ces,eng,No
20539,11865,ces,eng,No
20539,134433,ces,eng,No
20539,143807,ces,eng,No
20539,154796,ces,eng,No
20539,90145,ces,eng,No
20539,194317,ces,eng,No
20539,57553,ces,eng,No
20539,46554,ces,eng,No
20539,132616,ces,eng,No
20539,198775,ces,eng,No
22588,157804,ell,ell,Yes
22588,158646,ell,ell,No
22588,158907,ell,ell,No
22588,158717,ell,ell,No
22588,157955,ell,ell,No
22588,7294,ell,ell,No
22588,157706,ell,ell,No
22588,157956,ell,ell,No
22588,159225,ell,ell,No
22588,158352,ell,ell,No
4157,65432,slk,slk,Yes
4157,148592,slk,slk,No
4157,141050,slk,slk,No
4157,31287,slk,slk,No
4157,157589,slk,slk,No
4157,139472,slk,slk,No
4157,106707,slk,slk,No
4157,102555,slk,slk,No
4157,95121,slk,slk,No
4157,146529,slk,slk,No
4157,65431,slk,ces,Yes
4157,65425,slk,eng,Yes
4157,38676,slk,eng,Yes
4157,65428,slk,eng,Yes
4157,93109,slk,ces,No
4157,146810,slk,ces,No
4157,31349,slk,ces,No
4157,41070,slk,ces,No
4157,139469,slk,ces,No
4157,65430,slk,eng,Yes
4157,106801,slk,ces,No
4157,78547,slk,ces,No
4157,139457,slk,ces,No
10300,75158,hun,pol,No
10300,151408,hun,pol,No
10300,48198,hun,pol,No
10300,78643,hun,pol,No
10300,100048,hun,pol,No
10300,149865,hun,pol,No
10300,146228,hun,pol,No
10300,100521,hun,pol,No
10300,97231,hun,pol,No
10300,66026,hun,pol,No
10300,151475,hun,pol,No
20544,112192,slk,slk,Yes
20544,112191,slk,slk,Yes
20544,61236,slk,slk,Yes
20544,123814,slk,slk,Yes
20544,138976,slk,slk,No
20544,145058,slk,slk,No
20544,93168,slk,slk,No
20544,92330,slk,slk,No
20544,157118,slk,slk,No
20544,59883,slk,slk,No
4161,88244,msa,msa,Yes
4161,102259,msa,msa,Yes
4161,102257,msa,msa,Yes
4161,76440,msa,msa,No
4161,102121,msa,msa,No
4161,88066,msa,msa,No
4161,152418,msa,msa,No
4161,132728,msa,msa,No
4161,152412,msa,msa,No
4161,201617,msa,msa,No
4161,168099,msa,ara,No
4161,163867,msa,ara,No
4161,172295,msa,ara,No
4161,166011,msa,ara,No
4161,167346,msa,ara,No
4161,164018,msa,ara,No
4161,167068,msa,ara,No
4161,205737,msa,ara,No
4161,166167,msa,ara,No
4161,164549,msa,ara,No
4161,163809,msa,ara,No
4161,174068,msa,ara,No
4161,176547,msa,ara,No
8256,21076,ron,ron,Yes
8256,21123,ron,ron,Yes
8256,21103,ron,ron,No
8256,21091,ron,ron,No
8256,21078,ron,ron,No
8256,85714,ron,ron,No
8256,21092,ron,ron,No
8256,21114,ron,ron,No
8256,21090,ron,ron,No
8256,29819,ron,ron,No
6210,171890,eng,ara,No
6210,176620,eng,ara,No
6210,168039,eng,ara,No
6211,171890,eng,ara,No
6211,176620,eng,ara,No
8261,50941,spa,spa,Yes
8261,50133,spa,spa,No
8261,155553,spa,spa,No
8261,118428,spa,spa,No
8261,100132,spa,spa,No
8261,40919,spa,spa,No
8261,50134,spa,spa,No
8261,118429,spa,spa,No
8261,137502,spa,spa,No
8261,50730,spa,spa,No
4166,128485,fra,eng,Yes
4166,81764,fra,eng,No
4166,149823,fra,eng,No
4166,196653,fra,eng,No
4166,201262,fra,eng,No
4166,195272,fra,eng,No
22599,159310,ell,ell,Yes
22599,158242,ell,ell,No
22599,158737,ell,ell,No
22599,157830,ell,ell,No
22599,158418,ell,ell,No
22599,157761,ell,ell,No
22599,159158,ell,ell,Yes
22599,93454,ell,ell,No
22599,159157,ell,ell,No
22599,157719,ell,ell,No
6216,136771,fra,fra,Yes
6216,8869,fra,fra,No
6216,44759,fra,fra,No
6216,9825,fra,fra,No
6216,136783,fra,fra,No
6216,138062,fra,fra,No
6216,82671,fra,fra,No
6216,153954,fra,fra,No
6216,44413,fra,fra,No
6216,44403,fra,fra,No
6216,142336,fra,eng,No
6216,133401,fra,eng,No
6216,101675,fra,eng,No
6216,120876,fra,eng,No
6216,149466,fra,eng,No
6216,100668,fra,eng,No
6216,9026,fra,eng,No
6216,120395,fra,eng,No
6216,69114,fra,eng,No
6216,148658,fra,eng,No
6216,200388,fra,eng,No
6216,199853,fra,eng,No
6216,20095,fra,eng,No
6216,71165,fra,eng,No
6216,154074,fra,eng,No
6216,102877,fra,eng,No
6216,90320,fra,eng,No
6217,118921,fra,fra,Yes
6217,79566,fra,fra,Yes
6217,134741,fra,fra,Yes
6217,80879,fra,fra,No
6217,68010,fra,fra,No
6217,83587,fra,fra,No
6217,25539,fra,fra,No
6217,97975,fra,fra,No
6217,97998,fra,fra,No
6217,3196,fra,fra,No
6217,138783,fra,eng,Yes
6217,15605,fra,eng,No
16458,139184,ron,ron,Yes
16458,139185,ron,ron,Yes
16458,110442,ron,ron,No
16458,21104,ron,ron,No
16458,29819,ron,ron,No
16458,21103,ron,ron,No
16458,110413,ron,ron,No
16458,21110,ron,ron,No
16458,21085,ron,ron,No
16458,139183,ron,ron,No
22600,158006,ell,ell,Yes
22600,158410,ell,ell,Yes
22600,158203,ell,ell,No
22600,159154,ell,ell,No
22600,158318,ell,ell,No
22600,158258,ell,ell,No
22600,158418,ell,ell,No
22600,158255,ell,ell,No
22600,158612,ell,ell,No
22600,159228,ell,ell,No
6220,155855,fra,fra,No
6220,82733,fra,fra,No
6220,79943,fra,fra,No
6220,44405,fra,fra,Yes
6220,83493,fra,fra,No
6220,81432,fra,fra,No
6220,137954,fra,fra,No
6220,36705,fra,fra,No
6220,82845,fra,fra,No
6220,56177,fra,fra,No
6220,198116,fra,eng,Yes
6220,18857,fra,eng,No
6220,103517,fra,eng,No
6220,144673,fra,eng,No
6220,105409,fra,eng,No
6220,104091,fra,eng,No
22603,8814,ell,ell,Yes
22603,158312,ell,ell,Yes
22603,158036,ell,ell,Yes
22603,158313,ell,ell,Yes
22603,157709,ell,ell,No
22603,159300,ell,ell,No
22603,158385,ell,ell,No
22603,158322,ell,ell,No
22603,33588,ell,ell,Yes
22603,158668,ell,ell,No
22605,158166,ell,ell,Yes
22605,158181,ell,ell,Yes
22605,8735,ell,ell,No
22605,158849,ell,ell,Yes
22605,64436,ell,ell,No
22605,158952,ell,ell,No
22605,64451,ell,ell,No
22605,159033,ell,ell,No
22605,157742,ell,ell,No
22605,99115,ell,ell,No
22604,158166,ell,ell,Yes
22604,158181,ell,ell,Yes
22604,8735,ell,ell,No
22604,158849,ell,ell,Yes
22604,64436,ell,ell,No
22604,158952,ell,ell,No
22604,64451,ell,ell,No
22604,159033,ell,ell,No
22604,99115,ell,ell,No
22604,157742,ell,ell,No
6224,34081,ron,ron,No
6224,34079,ron,ron,Yes
6224,34080,ron,ron,No
6224,21097,ron,ron,No
6224,21117,ron,ron,No
6224,21096,ron,ron,No
6224,21113,ron,ron,No
6224,21107,ron,ron,No
6224,21098,ron,ron,No
6224,21095,ron,ron,No
12370,55214,ces,ces,Yes
12370,95956,ces,ces,Yes
12370,95955,ces,ces,No
12370,33861,ces,ces,No
12370,95371,ces,ces,No
12370,95953,ces,ces,No
12370,41093,ces,ces,Yes
12370,138987,ces,ces,No
12370,138974,ces,ces,No
12370,99201,ces,ces,No
12370,61729,ces,eng,No
12370,86134,ces,pol,No
12370,34531,ces,eng,No
12370,118011,ces,eng,No
12370,100157,ces,pol,No
12370,88945,ces,pol,No
12370,94284,ces,pol,No
12370,123807,ces,pol,No
12370,131393,ces,eng,Yes
12370,196285,ces,eng,No
12370,123033,ces,pol,No
12370,194983,ces,eng,No
12370,128632,ces,eng,No
12370,75348,ces,pol,No
12370,151562,ces,pol,No
12370,198098,ces,eng,No
12370,34504,ces,pol,No
12370,155493,ces,eng,No
12370,139160,ces,eng,No
12370,34393,ces,eng,No
12370,92251,ces,pol,No
4182,205685,kor,kor,Yes
4182,205686,kor,kor,Yes
4182,205596,kor,kor,No
4182,205528,kor,kor,No
4182,205386,kor,kor,No
4182,205518,kor,kor,No
4182,205698,kor,kor,No
4182,205632,kor,kor,No
4182,205587,kor,kor,No
4182,205586,kor,kor,No
4182,105567,kor,eng,Yes
4182,143017,kor,eng,Yes
4182,155421,kor,eng,No
4182,68637,kor,eng,No
4182,73770,kor,eng,No
4182,143016,kor,eng,Yes
4182,195362,kor,eng,Yes
4182,9721,kor,eng,Yes
4182,140661,kor,eng,No
4182,160594,kor,eng,No
4182,141963,kor,eng,No
4182,168689,kor,eng,No
26711,8600,kor,kor,Yes
26711,8654,kor,kor,No
26711,205445,kor,kor,No
26711,205488,kor,kor,No
26711,205611,kor,kor,No
26711,205724,kor,kor,No
26711,148,kor,kor,No
26711,205591,kor,kor,No
26711,205422,kor,kor,No
26711,99203,kor,kor,No
4184,109740,slk,slk,Yes
4184,109738,slk,slk,No
4184,133496,slk,slk,No
4184,145250,slk,slk,No
4184,124597,slk,slk,No
4184,59900,slk,slk,No
